Indicator,Assigned_SDG_Class,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,11.2.1 Proportion of population that has convenient access to public transport by sex age and persons with disabilities. 11.2 By 2030 provide access to safe affordable accessible and sustainable transport systems for all improving road safety notably by expanding public transport with special attention to the needs of those in vulnerable situations women children persons with disabilities and older persons,11.3.1 Ratio of land consumption rate to population growth rate. 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,11.4.1 Total per capita expenditure on the preservation protection and conservation of all cultural and natural heritage by source of funding (public private) type of heritage (cultural natural) and level of government (national regional and local/ municipal) 11.4 Strengthen efforts to protect and safeguard the world's cultural and natural heritage,11.5.1 Number of deaths missing persons and directly affected persons attributed to disasters per 100 000 population. 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.5.2 Direct economic loss attributed to disasters in relation to global gross domestic product (GDP) 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.5.3 Damage to critical infrastructure and (b) number of disruptions to basic services attributed to disasters 11.5 By 2030 significantly reduce the number of deaths and the number of people affected and substantially decrease the direct economic losses relative to global gross domestic product caused by disasters including water-related disasters with a focus on protecting the poor and people in vulnerable situations,11.6.1 Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated by cities. 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",11.b.1 Number of countries that adopt and implement national disaster risk reduction strategies in line with the Sendai Framework for Disaster Risk Reduction 2015–2030 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,11.b.2 Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials
Adaptation and Resilience to Urban Climate Change,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.13663979175171492,0.018803081967783155,0.02152469812186292,0.11378670586530565,0.013586329840727279,0.010589748414578649,0.025610142704462355,0.022455274153033822,0.1610452700625959,0.014361441620505351,-0.007645633396675518,-0.00471288288160241,0.28155436357614344,0.5509572455391638,0.4960252867992778,-0.00590891090905872
Urban Heat Island Effect Mitigation,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.16227577513270397,-0.0020822734667363734,0.011252761618522896,0.11554754109652,-0.06279307344669746,-0.02062980927658262,-0.025653268147900084,-0.01635624729321479,0.20186199179019004,0.06535050901174153,0.014650907502435603,0.02402241616478231,0.2571713964813669,0.1562025965510381,0.12515170027949915,-0.01603816375617081
Cost of Grey Infrastructure,"11.7.2 Proportion of persons victim of non-sexual or sexual harassment by sex age disability status and place of occurrence in the previous 12 months ""11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities",-0.007726595932653344,-0.023574298095339005,0.045882229030822876,0.07177446801717048,0.01806929807242689,-0.01637349565895617,-0.011667401349971147,0.15983961064008134,0.0116768250213088,0.012537531947307702,-0.020706220507288903,-0.030321933921368574,0.01079687890008661,0.020501900249571697,0.027560413550098747,0.04878667422724593
Eco-Innovation and Eco-Design,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Life Cycle Assessment,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.02237955179197902,0.003482514916660115,-0.015765092099285172,-0.00855847005194197,0.0023335809852671544,0.014264297886537892,0.003885515406984459,0.008144808833048724,-0.0033669740348756597,0.07152292977077342,0.021551595464611332,-0.008420155343212637,0.00030780243033346963,0.022568400769327538,0.015841956299897854,-0.021259816177807075
Innovation in Environmental Technologies and Processes,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.013363973388454829,0.04147696910995878,0.04779385549315512,0.03675478783536325,-0.029361854388924954,-0.00519725664511025,-0.005869364772031512,-0.011843089973961739,0.12596186569095533,0.18935728812666297,0.023762451346527862,0.019842942252744203,0.12453677527638407,0.010466889991788216,0.014168615806261862,0.048087303688813955
Innovation in Sustainable Practices and Technologies,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.005577663949512915,0.12041719783741865,0.2971003537459297,0.2795028155454026,-0.04022050862007444,-0.007673005846165642,-0.0042867917976564494,-0.00978327552885434,0.03399085028702423,0.03769126392513121,-0.0021255710615006008,0.013907231949955716,0.025144671874344438,-0.0398360398664809,-0.033771834845082,0.2253561939442312
Developing New Methods for Enhancing Urban Resilience and Sustainability,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.11184983407480613,-0.02712745976814373,-0.06631944970845469,0.0867836536451712,-0.029387190028155014,0.02786140024596501,0.01565290020335267,0.006200137392743297,0.17706329066969786,0.011464352489154167,0.011188870718175998,0.01886844338954762,0.18188331359720603,0.1612672226312987,0.13667311427602638,-0.02424482420585547
E-Government Initiatives,11.6.1 Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated by cities. 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,0.007989682837470176,0.010351913657382857,-0.025661408082772338,-0.0027374484075808592,0.007391784271083175,0.012206572454137607,0.007401756984952401,0.013585321425551335,-0.00272518312397294,0.012345559579128078,0.01416697126549941,0.00946618043394428,0.016651894568155946,0.015937163965826846,0.010062326997165482,0.0035537166078361054
Enforcement of Environmental Regulations,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.028794992426800416,-0.03348038030195901,-0.04592912602053717,-0.03700679013632039,0.08835538088106958,0.01864219982517444,0.02253772632657843,0.01685231815795581,0.20570377795609332,0.29662665245624886,-0.034241544992663894,-0.04528334942314417,0.17931914727533488,0.03028033940663935,0.038507300960712955,-0.022336741455682634
Transparent Governance,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.005227542022008547,0.013567711545472504,0.01191503515032261,0.009298426902267436,0.0015262548605063596,-0.0248706660866922,-0.012174393922020847,-0.02087421926391197,0.006982559949328148,-0.026180568679491343,-0.002698799598599218,-0.004409113736886607,-0.02262032532238644,-0.004176428595253938,0.0020210649384867514,0.028025224352618984
"Public Forums, Community Decision-Making Processes",11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,-0.006706745215848386,0.30434933105308587,-0.05651303416986887,0.020189855140508497,0.05213550640078886,0.07343863512135784,0.043928792889660825,0.0656770119077126,0.00734976713589778,0.02742175145006488,0.3686111551263847,0.2397710067592345,0.05727117044226427,0.059259454911871214,0.03797545049726599,-0.04144798411976613
"Specialized Supporting Services (Financial, Knowledge, IT, R&D, etc.)",11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,0.3061603655740014,0.1360138767479446,0.01909639359992571,0.0031065646623540263,0.06545741654289076,0.015430401062160225,0.013147136715748119,0.25063131074134676,0.04639147983413396,-0.0022916859787164563,-0.0019309385396434962,0.028034048814478837,0.012948555720076102,0.022230016120310912,0.024915688840568877,0.03334905574209733
Public Utilities and Transport Services Management,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,0.20638396698313782,0.5435079245432548,0.16425642223710865,0.3131519424764214,-0.005089287330855486,0.02096640607530023,0.022937259547259222,0.1664467721876271,0.14761665330178464,0.19759536084931098,0.3377458492670771,0.23019293225838905,0.029994888119429446,0.10296867900552689,0.08720307912333908,-0.0017807077738425285
Grants from Local and National Governments for Symbiosis Activities,11.b.2 Proportion of local governments that adopt and implement local disaster risk reduction strategies in line with national disaster risk reduction strategies 11.b By 2020 substantially increase the number of cities and human settlements adopting and implementing integrated policies and plans towards inclusion resource efficiency mitigation and adaptation to climate change resilience to disasters and develop and implement in line with the Sendai Framework for Disaster Risk Reduction 2015-2030 holistic disaster risk management at all levels,0.03658155838239233,0.05296149435454396,0.01595812982430355,-0.005388669314499122,0.014505836854896731,-0.006076721445768415,0.012560454738900507,0.0014542530805531353,0.06582873050241517,0.13830215059042697,0.020660383482914005,0.03192540292631558,0.480560714796134,0.15343439716295734,0.3652429015833579,0.17192004094306743
Cost of Materials Used in Buildings,11.c.1 Currently  there is no indicator available for this target. 11.c Support least developed countries including through financial and technical assistance in building sustainable and resilient buildings utilizing local materials,-0.01013078128309219,-0.02053604180388357,0.05082553444226219,0.08249852585587863,0.011779618889021267,0.01277394680486772,0.004958352314654368,0.02209932979227272,0.024095172376087583,0.04291668866114533,-0.004692264328594306,-0.002494936080783891,-0.000584300927195798,0.043424652568796,0.038326527483397925,0.37641102689940986
Waste Collection Costs,11.6.1 Proportion of urban solid waste regularly collected and with adequate final discharge out of total urban solid waste generated by cities. 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,0.006660550203577219,-0.002375911698657404,0.040613383640325525,0.05984446390875424,0.013112259436511085,-0.006511646430550667,0.00019210215060887806,-0.008999351061097558,0.35394713117473525,0.19737758817955423,-0.004261028598341942,0.006962696825608469,-0.007894998022126381,0.02383304070053371,0.02592128178444375,-0.020099044912653137
Demolition and Construction Management Costs,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,-0.004981025405487495,0.012977271524359206,0.21665753623476924,0.3856492308518539,-0.00437324368625047,0.010001461415226327,-0.0023946695862854263,0.0024623273169524706,0.16482832880687584,0.26567767140788723,0.009018834313992563,0.01748238395337193,0.010039812210301594,0.14392234720841543,0.11934188563421264,-0.0365320569954807
Impact of Urban Symbiosis Projects,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.16750869623510428,0.015528278617935447,0.03812038835127356,0.14859703873405256,-0.00523839951069433,0.1503474536700451,0.10729317087506131,0.13958545388068505,0.3939705036840314,0.3000101879556541,0.006206926470418485,0.01079225805978891,0.29460806002337736,0.06546340344010337,0.06704623603620895,0.024320301132671023
"nergy Recovered from Urban Water, Sewage, and Waste","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.16387445818479912,0.06074369746819076,0.0024204859403589227,0.15293885682932135,0.0357753528094821,-0.04111348958437529,-0.04271844207448321,-0.050886260451535256,0.4367193067878974,0.09425762813517352,0.027675910302609567,0.03434385295338807,0.18585015339113317,0.00863691319144997,0.012426349384412325,4.4014006578371734e-05
"ircular Economy Policies at City, Regional, and National Levels","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",8.546844880465284e-05,0.002209041505622422,-0.02846684494890806,-0.03371871684359338,0.08666385429925368,-0.02962996787815472,-0.03228087653065097,-0.03449241032627824,-0.043203847774219865,0.13775646397797725,-0.019442673784818,-0.034678327808809715,0.325944547805875,0.33236529765518485,0.34700266111469696,0.004626026574742576
Incentives to Enhance Circular Economy Transformation,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,-0.017846918248739466,0.0018612343617140897,0.12700097222700674,0.13479508002911986,0.022872749563596088,0.057665734685000504,0.04295126641679048,0.044190732383310845,0.007538886067922341,0.01902042954460121,0.01896675989993507,0.03495689369314257,0.05121552809149388,0.06388625806387534,0.04908560253153037,-0.01902792869781655
R&D Expenditure,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.006631211377849388,-0.011298547918319368,0.00783408998983287,-0.0002889202308447467,0.44332865879522154,0.02321009562910758,0.02324470258912276,0.018460577278619338,0.028463721290414804,0.007834151917780896,0.022197872803985382,0.021402553213816494,0.03670252560352254,0.009438904812826119,-0.006418895236604568,-0.00513311298229009
Patents Related to Circular Economy Technologies and Processes,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,-0.020315431389015242,-0.030810385614374526,0.06039875399714473,0.06097470681955892,-0.021214518307285837,-0.028493390603038758,-0.023438781549226486,-0.027410347736555155,0.0033546336685703385,0.06866043567714136,0.006927954313313034,-0.014931369612890759,0.04646850940019799,0.057898650437931444,0.05206252276953494,0.0176199511707383
Integration of IoT and AI in CE Initiatives,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.010822662231109533,-0.009414104384747933,0.08763174667997667,0.07191729665712679,-0.0026878264861039535,-0.046755467056256765,-0.009146693054790926,-0.043234696754364484,-0.03513448285320237,-0.015164951599370901,-0.01118779579659088,-0.0049814550499713865,-0.04190154693213702,-0.04715780474150814,-0.039916513595882684,-0.06527866486180059
Digital Tools and GIS Applications Integration,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.02776706306428406,0.018805227856723408,-0.026781585366959036,-0.025277501753741303,0.04432519450004266,0.015194422653421866,0.016011110040840965,0.023239693874888518,0.011821694794382939,-0.0157377010036578,0.020927994216700115,0.01862883872496511,0.02968905056139338,-0.053235282654266115,-0.04030820644343052,-0.15739808720377396
Smart City and Technology Enhancements,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,-0.011679103754371305,-0.001782494708082814,-0.00642070187018631,-0.010419291290844464,-0.04839341789883747,0.007817321760718787,-0.0044621629542798726,0.0024965058869833435,0.004832577229511788,0.01007854744915601,0.006558540717100057,0.0017459384748928692,0.024276861024631093,0.023049582619804845,0.017199477921583516,-0.004363485112988518
Regenerative and Systems Thinking to Promote Long-Term Sustainability,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.011768952091510444,0.14337841809447754,-0.021218104234675014,-0.028590571315700173,0.12470436880393733,0.00979009256324563,0.0028713226585883856,0.015524619459667873,-0.024914207068019327,-0.001101909276269656,0.038581141802377525,0.0450906420385001,0.045921111448266154,0.0036281757453634537,0.0001407815472202942,0.008441560082596833
Public Awareness Campaigns,11.7.1 Average share of the built-up area of cities that is open space for public use for all by sex age and persons with disabilities. 11.7 By 2030 provide universal access to safe  inclusive and accessible green and public spaces in particular for women and children older persons and persons with disabilities,-0.022877171011764483,0.24169592021448733,-0.03133925767535975,-0.07056860009941644,-0.022813022636806925,-0.08081310996008227,-0.07096681370812911,-0.0723485797682451,-0.02613634253726644,-0.009393239147115613,0.31827744979387457,0.19086068469251893,0.028228760195985844,-0.036404191665520544,-0.022413496821564204,-0.02661196592475474
Community Participation Rates in CE Programs,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,-0.004117882693417427,0.025783218381794263,0.00525423492690101,0.12154089485523985,0.0061808029323940925,0.0398372384664687,0.05032844997933527,0.035940647591860525,-0.013173577136952101,-0.03530680078090079,0.018455512849643366,0.01574177531943133,-0.00549290256145201,0.004599056043035692,-0.005317258355612573,-0.00857839481655089
Nature-Based Solution Adoption and Establishment of New Communities,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.06229684132140157,0.008385719991182617,0.02293379232256207,-0.03238336110471421,0.04891654500161947,0.03483824485121569,0.01576019448529941,0.05430736515388564,-0.004964406571568258,0.010654814037690308,-0.009621464219237177,-0.03658985347668643,-0.04622364770064592,0.0011153633949239135,-0.016999257602120028,0.0028457128005601536
Social Innovation and Entrepreneurship,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.016962294808743995,0.037819459209214916,0.01593025371916096,-0.00506929097724913,0.06377122544464121,0.02146155914857689,0.022473270545459244,0.02212189423764562,0.026121191939476276,-0.004224549919590819,-0.00015757743167838415,0.023282024020203476,0.19276816566060753,-0.007893281745612026,-0.013270176248945447,0.000343617965884577
Balance Between Women & Men ,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.02924863928634744,0.16080484822207675,-0.024369410543317274,0.025392231757660314,-0.03822136749592392,-0.046724810766797,-0.043774256041088214,-0.045251209262350114,-0.007427116490719421,0.009980200503511533,0.2480690259421287,0.33192327257914345,0.006490801725356775,0.020398271450379656,0.04076975747560823,-0.024261379398141707
Heaviest Age Group ,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.009880518230888376,0.19619282228989854,0.019055013701819525,-0.023140636096994502,-0.007832152584581194,0.024252147096203977,0.00878731022713695,0.029385917344908367,-0.021383033625997076,-0.033605626161779915,0.21936260100565244,0.30279988231459753,-0.059741806793668376,-0.017804586521423003,-0.021187535023858128,-0.012899926759848857
Social Equity Level in Low-Income Groups,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.01995679376937639,0.007251273051909375,0.016257513872406114,0.02400967548319661,0.25881600064638066,-0.004913336243321888,-0.0014988626559158287,-0.0067082688263618365,-0.002464851942885607,0.044567942302730035,0.07086644901555705,0.00586916109755297,0.2077417646220535,0.05716320498084055,0.048078118028898435,0.017870070642357273
Active Population ,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.37901841722107826,0.20691322333981463,0.3311315663565198,-0.00911897075377351,0.002866559504362074,0.008074824080519499,0.011141695873461388,-0.002818704520889902,-0.02444853422373768,-0.022419067984903993,0.007057672566469066,0.008929456844965863,0.2568043346958675,0.0039158242800772175,0.010833833115442159,-0.0013056734335032388
"Promoting Social Equity, Justice, and Human Rights","11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.0017069464715371433,-0.005159336802209059,0.24124708044520643,0.27114163857192897,0.046057812014285555,-0.031807009425509486,-0.030425299335483616,-0.03598763042482965,0.01074475579015051,-0.008419069473745766,-0.024777748610211103,-0.02760107048420783,0.13253454450374555,0.09259331943409137,0.0885732407657954,-0.0075270745321081006
Social Capital and Social Well-being,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.007703439930658007,-0.020864510931430574,0.005815146657942498,-0.003951903712516215,0.21159493454560047,0.003411257142912137,0.005749946006320687,0.0025502445134021235,-0.010565272715061802,-0.014175850721592982,-0.018130675800509193,-0.008227089884413804,0.2498800889477827,0.08405635742077716,0.07697626595570335,-0.011420657357933264
Healthcare Access and Quality,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,0.4318261636431327,0.4377549358763659,-0.008989602091303856,-0.008069951337821693,0.0022532235606058356,-0.01892393034487461,-0.014442010168094372,-0.02008114155528163,0.19352704632084555,0.2835081857965997,0.26469562857266704,0.36527712694408365,-0.015818341752404097,-0.013974554577317345,-0.007424700566794232,0.008330447527998488
Fare Accessibility to Services: ,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.13907023648455585,0.13173161298643052,0.0015295975346359522,-0.0005519040327955088,-0.0027283131629738276,0.02222314067102467,0.021837017686780043,0.02195415752888278,-0.02400684764830468,-0.035120610038183335,0.0911475946662239,0.13019718824888982,0.037003475772967115,-0.007247105461338111,-0.012339004072746495,0.005130208915598537
Social Inclusion and Cultural Dimension,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",-0.004095342442532102,-0.03665934523033003,-0.0348386709921662,-0.04326511907267354,0.2732141322077655,0.01062539110279475,0.005670192656348536,0.014289785670853577,-0.03272707151137565,-0.010299805136000624,-0.010638870665215974,0.0010837054704994167,0.2735296522306387,0.11942227721240073,0.11759300438687113,-0.0007371581835389566
Crime Rates and Safety,11.1.1 Proportion of urban population living in slums informal settlements or inadequate housing. 11.1 By 2030 ensure access for all to adequate  safe and affordable housing and basic services and upgrade slums,-0.006646664442280273,0.06501192594387477,-0.0623471712943274,0.007511841884190747,0.02684914747821159,0.037685537811618534,0.03851451103400255,0.043541596260355156,-0.006541385235640837,0.04193650714802819,-0.0022242675626116255,0.0069767518638792145,0.03233346578534556,0.04568330694074562,0.03921015193084501,0.007330884288079414
Citizen Behavior Toward Sustainable Practices,11.3.2 Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically 11.3 By 2030 enhance inclusive and sustainable urbanization and capacity for participatory integrated and sustainable human settlement planning and management in all countries,0.03452556607137976,0.12939741366686427,0.3368824380973496,0.3269960365765494,0.05382273631125911,-0.04450528723789786,-0.04579842956434919,-0.03984044487204056,-0.03386953349726304,-0.006631011210934938,0.05423179672854214,0.0068202511699035065,0.008701451104288995,-0.002194381907141969,0.006451892357520297,0.22513797725991871
Education Quality and Accessibility,11.6.2 Annual mean levels of fine particulate matter (e.g. PM₂.₅ and PM₁₀) in cities (population weighted) 11.6 By 2030 reduce the adverse per capita environmental impact of cities including by paying special attention to air quality and municipal and other waste management,0.10860934435338654,0.07590011592598686,-0.04167776170806736,-0.058575448018722436,0.006027495676540848,-0.0298166791146184,-0.02349179176988017,-0.027864155576465568,0.19306786488581018,0.28037952837422886,0.09394261157841467,0.1458205408524261,-0.00998076079259211,-0.029550972102662876,-0.022170773361086228,0.007256156940426305
Training opportunities programs,"11.a.1 Number of countries that have national urban policies or regional development plans that (a) respond to population dynamics; (b) ensure balanced territorial development; and (c) increase local fiscal space ""11.a Support positive economic  social and environmental links between urban peri-urban and rural areas by strengthening national and regional development planning""",0.02272537988268731,-0.0019123689556969415,-0.015977075672770596,0.0818965390758052,-0.05384137207201136,-0.09160235920728152,-0.06688586838187315,-0.0794646510861524,0.011700698817733493,-0.005891522866675403,-0.011795776475857937,-0.011375395023755992,0.022122817672859743,-0.03523764224128729,-0.0181513220491328,0.04541892665068153
